	parametros	accuracy
214	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.8441750452636851
215	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.8214230132131439
216	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.7421526252937325
217	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
218	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7323371470395623
219	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.2861127162063254
220	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7402003158827382
221	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.6024507877807311
222	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8245664316807273
223	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.2861127162063254
224	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8186848491852536
225	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.3022227358526908
226	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.830055086867753
227	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.804161177241034
228	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8390916445163527
229	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.48946030278516117
230	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8543865326091143
231	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.31200893717015293
232	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.8477214068338533
233	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.8186771447282253
234	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.7680511575946685
235	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
236	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7264494009784661
237	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.2861127162063254
238	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7303717400516199
239	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.6358426749874803
240	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8245672021264301
241	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.2861127162063254
242	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8206348472591394
243	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.29161369852459645
244	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8308316961362147
245	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.8022042451558227
246	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8465487884741323
247	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.2861127162063254
248	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8508548095073
249	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.28650487306907046
250	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.8594838013790979
251	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.8265349204514812
252	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.752736237913633
253	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
254	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7566655109981124
255	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.24058862051696903
256	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7441103278246466
257	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.7190130590546631
258	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8182865287568859
259	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.2861127162063254
260	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.822992411109827
261	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.2939558534612273
262	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8296575368850879
263	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.794345698986864
264	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8461489271543587
265	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.39160291228475674
266	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8457606225201278
267	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.368221426094996
268	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.853602989329327
269	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.812008937170153
270	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.7394183134943566
271	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
272	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7492214646172811
273	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.2861127162063254
274	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7382256635463615
275	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.501139489194499
276	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8253438113948921
277	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.2861127162063254
278	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8159328171347123
279	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.2868978003775184
280	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8292684618051542
281	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.8006248314650026
282	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8500689548904041
283	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.4913972032820987
284	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8492900342848339
285	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.28846719827420164
286	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.850466504873069
287	{'activation': 'relu', 'batch_size': 30, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.809260757348126
288	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.782178820447629
289	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
290	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7633375707846989
291	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.26960976925151203
292	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7535351901074772
293	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.7280041604067954
294	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8014145383104125
295	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.7829669864016334
296	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.7951377171693824
297	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.36705574174660044
298	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8229877884356099
299	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.7959181786663585
300	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8237736430525059
301	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.7935644670441852
302	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8002134134596866
303	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.7594075272545167
304	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.8069162910743864
305	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.7971015832659194
306	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.7597973727801534
307	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
308	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7515674717824261
309	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.2861127162063254
310	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.748814669286182
311	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.7197680958434455
312	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8029800839785816
313	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.7971054354944336
314	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8065156593089103
315	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.4278130898724912
316	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8021988520359029
317	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.7963095650834009
318	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8229962633383412
319	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.7912092145306061
320	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8198435995223237
321	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.7433298663276705
322	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.8218043838360491
323	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.7959189491120613
324	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.7653076004468584
325	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
326	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7656966755267922
327	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.2861127162063254
328	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7484225124234369
329	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.7374344158095457
330	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8002334450479601
331	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.7880711891829424
332	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.7951407989521939
333	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.2880735005200509
334	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8045433183096421
335	{'activation': 'elu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.7912061327477946
